median_aqi,pm25_days,unhealthy_days,resp_death_rate,Risk_Cluster
53,118,0,0.00013016,0
59,270,0,0.000144152,2
33,233,0,0.000151272,2
38,220,0,0.000160385,2
44,0,0,0.000246507,1
47,94,2,0.000202371,0
12,0,0,0.000131357,1
41,0,0,0.000343602,1
39,0,0,0.000201728,1
61,296,6,0.000185908,2
55,274,6,0.000202268,2
32,94,0,0.000190508,0
50,0,3,0.000129854,1
42,0,0,0.000146826,1
55,288,1,0.000141052,2
36,0,0,0.000296309,1
34,0,2,0.000219751,1
37,85,1,0.000207348,0
42,315,0,0.000138771,2
49,91,0,0.000350262,0
22,0,0,0.000402305,1
58,31,22,0.000257766,1
61,256,10,0.000206414,2
39,97,0,0.000185901,0
54,133,1,0.000156033,0
61,352,1,0.000277365,2
46,0,4,0.000274654,1
63,317,0,0.000188952,2
39,85,0,0.000160774,0
30,0,0,0.000299296,1
47,117,8,0.000269514,0
53,348,0,0.000236185,2
28,364,0,0.000191628,2
49,131,0,0.000147477,0
47,125,0,0.000257638,0
54,295,1,0.000178343,2
49,0,3,0.000292469,1
35,9,0,0.000193642,1
43,253,0,0.000318611,2
52,227,0,0.000273295,2
53,278,0,0.000328312,2
44,116,0,0.000375974,0
44,102,0,0.000354567,0
42,179,0,0.000182086,0
42,83,1,0.000136175,0
40,73,0,0.000234787,0
51,111,0,0.000425448,0
44,10,0,0.000195791,1
52,203,1,0.000186764,2
41,21,0,0.000105593,1
20,0,0,0.000263534,1
42,0,0,0.000231715,1
31,0,0,0.000366125,1
33,365,1,0.000111083,2
41,76,0,0.000258835,0
50,120,0,0.00018747,0
51,309,0,0.000413721,2
31,86,0,0.000291111,0
36,0,0,0.000191705,1
35,163,0,0.000312011,0
16,0,0,0.000358869,1
40,113,0,0.00027528,0
61,291,0,0.000268184,2
44,277,0,0.000103923,2
36,115,1,0.000293545,0
13,117,0,0.000201388,0
31,364,2,0.000246546,2
44,31,0,0.000242537,1
33,0,2,0.000254211,1
43,88,0,0.000201991,0
30,109,0,0.000355441,0
42,58,0,0.000280345,1
22,0,0,0.000196278,1
61,0,10,0.000264296,1
19,102,0,0.00020298,0
19,99,0,0.00032184,0
46,105,0,0.000184564,0
44,80,7,0.00030808,0
32,88,0,0.000266813,0
33,0,0,0.000322835,1
23,125,0,7.52e-05,0
23,0,0,0.000234286,1
38,174,0,0.000168887,0
45,0,4,0.000179293,1
36,355,0,0.000343223,2
32,27,0,0.000229651,1
43,83,0,0.000132505,0
42,123,0,0.000172939,0
41,75,0,0.000108128,0
53,258,0,0.000273625,2
33,0,0,0.000183151,1
51,0,2,4.93e-05,1
34,99,0,0.000130327,0
54,190,0,0.000121173,0
44,1,0,0.000230174,1
43,60,1,0.000288381,0
38,0,0,0.000220804,1
38,0,0,0.000350005,1
38,0,0,0.00037777,1
47,184,0,0.000221941,0
53,260,0,0.000305812,2
45,109,0,0.000201322,0
53,333,1,0.000132093,2
33,0,0,0.000292662,1
36,0,0,0.000138647,1
37,55,1,0.000128429,1
42,219,0,0.000263672,2
45,194,0,0.000240605,0
38,72,0,0.000250995,0
41,0,0,0.000272682,1
40,6,1,0.000250404,1
16,0,0,0.000222837,1
53,48,0,0.000257368,1
28,2,0,0.000329032,1
45,0,1,0.000325621,1
19,51,0,0.000229201,1
44,95,1,0.00038642,0
33,99,0,0.00018361,0
35,8,1,0.00021363,1
41,0,0,0.000314094,1
35,0,0,0.000197795,1
44,239,0,0.000243154,2
37,75,0,0.000332908,0
43,120,0,0.000222371,0
42,0,0,0.000428495,1
37,103,0,0.000457375,0
48,84,8,0.000378925,0
51,275,1,0.000183455,2
32,0,1,0.000206973,1
36,0,0,0.000261062,1
39,0,0,0.000193495,1
14,112,0,0.000181205,0
35,85,0,0.000167053,0
36,0,0,0.000255706,1
37,171,0,0.000219006,0
39,361,0,0.000240846,2
41,237,0,0.000164066,2
39,217,0,0.000121048,2
62,182,1,0.000258601,0
84,165,26,0.000215437,0
36,0,1,0.000288336,1
33,204,0,0.000184805,2
52,349,4,0.000146228,2
44,0,0,0.000227227,1
20,0,1,0.000241268,1
19,0,0,0.000378954,1
23,60,0,9.98e-05,1
35,0,0,0.000255191,1
35,111,0,0.000241342,0
46,0,4,0.000285772,1
44,0,0,0.000259095,1
46,173,0,0.000292098,0
57,106,1,0.000278011,0
15,122,0,0.000262585,0
39,134,0,0.000195424,0
59,236,1,0.000235431,2
32,0,2,0.000171821,1
58,347,1,0.00025601,2
14,0,0,0.000251028,1
33,60,0,0.000213013,1
36,0,0,0.000261839,1
46,189,0,0.000216726,0
19,0,0,0.000251388,1
47,78,2,0.000171714,0
43,0,1,0.000205966,1
11,0,0,0.000212023,1
42,69,0,0.000196994,0
58,245,10,0.000390183,2
48,310,0,0.000118325,2
44,27,0,9.8e-05,1
60,331,0,0.000183232,2
32,0,0,0.000168937,1
49,0,3,0.000114548,1
49,275,0,0.000246555,2
35,358,0,0.000206559,2
41,113,0,0.000185663,0
35,0,1,0.000297927,1
32,239,2,0.000161495,2
51,121,0,0.000325996,0
34,194,0,0.000310073,0
42,0,0,0.000281229,1
43,118,0,0.000401467,0
38,0,0,0.000279685,1
40,37,0,0.000268761,1
55,310,0,0.000227673,2
42,227,0,0.000255994,2
44,212,0,0.000204144,2
26,257,1,0.000136702,2
45,77,0,0.000200844,0
39,141,0,0.000267676,0
46,165,1,0.000288502,0
56,224,0,0.000112304,2
39,186,0,0.000285513,0
55,118,0,0.000352758,0
48,213,0,0.000291953,2
35,0,0,0.000353616,1
36,116,0,0.000199533,0
60,7,10,0.000343909,1
35,21,0,0.000226128,1
41,80,0,0.000429999,0
38,0,0,0.000154858,1
56,102,0,0.000120812,0
47,265,0,0.000215988,2
31,0,0,0.000222976,1
36,87,0,0.000177025,0
52,124,0,0.000146754,0
44,242,0,0.000599515,2
31,0,0,0.000238619,1
33,356,0,0.000183297,2
21,115,0,0.000455976,0
57,107,0,0.000388689,0
44,106,0,0.000286052,0
46,99,0,0.000428976,0
55,122,0,0.000168361,0
44,20,3,0.000257564,1
44,0,6,0.000243077,1
40,0,1,0.000152777,1
30,56,0,0.000187372,1
13,120,0,0.000155421,0
31,111,0,0.000215845,0
52,281,0,0.00028077,2
9,0,0,0.000202489,1
24,0,0,0.000231247,1
44,84,1,0.000196821,0
35,0,0,0.00021839,1
58,104,0,0.000448473,0
56,296,1,0.000161741,2
33,360,0,0.000148617,2
43,113,0,0.000331756,0
32,0,1,0.000147165,1
45,187,0,0.000255726,0
49,114,0,0.000210672,0
40,100,0,0.000269393,0
52,85,2,0.000193832,0
27,218,0,0.000200095,2
20,0,0,0.000411884,1
50,94,3,0.000200196,0
24,365,0,0.00022882,2
46,271,0,0.000245897,2
55,119,0,0.000266298,0
15,120,0,0.000273301,0
43,111,0,0.000255135,0
36,118,0,0.000198104,0
55,278,2,0.000205335,2
52,246,2,0.000217317,2
47,0,0,0.000204109,1
31,365,0,0.000137675,2
38,319,1,0.000271863,2
43,66,1,0.000215388,0
36,0,0,0.000121287,1
52,360,0,0.000178339,2
51,316,0,0.000208407,2
33,21,0,0.000428584,1
54,118,0,0.000243317,0
38,31,0,0.000513989,1
49,282,0,0.000266688,2
33,0,1,0.000259232,1
39,238,0,0.000246133,2
44,77,1,0.0002259,0
37,364,0,0.000233441,2
47,178,0,0.000140589,0
47,281,0,0.00017597,2
36,0,18,0.000266163,1
53,345,0,0.000379761,2
36,224,0,0.000122009,2
39,85,0,0.000227189,0
47,348,0,0.000154968,2
33,181,0,0.000206264,0
33,40,0,0.00022085,1
19,0,0,0.00020061,1
12,0,0,0.000228082,1
36,0,0,0.000230994,1
54,329,0,0.000356348,2
41,53,8,0.000384161,1
40,74,5,0.00018086,0
33,0,0,0.000683835,1
31,138,0,0.000256547,0
40,87,0,0.000151742,0
44,0,0,0.00029852,1
41,0,0,0.000350668,1
52,206,3,0.000156385,2
52,274,2,0.000268806,2
41,0,0,0.000172591,1
12,117,0,0.000126478,0
32,0,0,0.000249095,1
35,0,0,0.000164251,1
33,0,0,0.000182258,1
35,0,0,0.000208994,1
51,119,0,0.000269754,0
45,3,0,0.00017639,1
22,122,0,9.73e-05,0
48,266,0,0.000232539,2
41,46,0,0.000233478,1
36,99,0,0.000247253,0
51,253,0,0.00019847,2
51,0,0,0.000116535,1
43,0,0,0.000102104,1
54,77,0,0.000190954,0
47,95,0,0.000391217,0
59,253,2,0.000269595,2
48,60,0,0.000204279,0
53,159,0,0.000195685,0
19,0,0,0.000329821,1
39,86,1,0.000279376,0
44,350,0,0.000132308,2
38,0,0,0.000438079,1
36,110,0,0.000371279,0
34,108,0,0.000203365,0
30,326,0,0.000117467,2
45,80,8,0.000211453,0
37,206,0,9.86e-05,2
34,121,1,0.000214342,0
45,4,3,0.000177827,1
59,215,2,0.000167247,2
50,74,4,0.00016961,0
45,0,0,0.000347295,1
18,118,0,0.00011457,0
39,130,0,0.000254061,0
44,76,5,0.000150109,0
42,0,5,0.000275253,1
31,0,0,0.000345475,1
18,78,0,0.000159339,0
18,112,0,0.00025614,0
45,78,14,0.000181117,0
26,30,0,0.000205345,1
16,0,0,0.000286968,1
19,116,0,0.000257046,0
47,0,4,0.000327495,1
44,0,0,0.000342519,1
51,92,4,0.000262907,0
42,0,0,0.000378695,1
50,216,0,0.000219342,2
38,29,0,0.000283715,1
43,89,0,0.000389702,0
48,98,3,0.000273738,0
49,114,0,0.00023483,0
51,316,1,0.000131921,2
49,169,0,0.000217259,0
48,21,0,0.000122513,1
38,0,0,0.000171736,1
47,363,0,0.000313428,2
31,328,0,0.000126001,2
14,90,0,0.000235789,0
54,222,5,0.000147983,2
44,90,0,0.000295283,0
57,210,5,0.000219001,2
50,0,2,0.000241511,1
42,0,7,0.000176725,1
46,60,0,0.000223757,0
54,201,0,0.000177591,2
35,0,0,0.000148853,1
32,0,0,0.000250365,1
45,0,0,0.000219136,1
44,263,0,9.87e-05,2
57,113,0,0.000226766,0
35,0,0,0.000231005,1
42,92,0,0.000181866,0
13,100,0,0.000409267,0
48,0,6,0.000319893,1
49,235,0,0.000309969,2
43,94,0,0.000259115,0
54,96,1,0.000202567,0
31,351,1,0.000113763,2
49,0,0,0.000252116,1
42,86,0,0.000213311,0
45,0,7,0.000156033,1
22,83,0,0.000306554,0
53,78,3,0.000143542,0
17,60,0,0.000110683,1
28,0,0,0.000261211,1
48,236,0,0.000175129,2
30,79,0,0.000162715,0
43,80,3,0.000204147,0
43,305,1,0.00011483,2
44,98,3,0.000341246,0
38,117,0,0.000192764,0
21,87,0,0.000154556,0
51,221,0,0.000194516,2
36,149,0,0.000136403,0
35,0,0,0.000226267,1
45,115,0,0.000406257,0
37,0,8,0.000293478,1
49,42,0,0.000219012,1
42,0,0,0.000274492,1
53,247,0,0.000226375,2
43,85,0,0.000229829,0
41,98,0,0.000173188,0
44,0,0,0.00036086,1
44,0,0,0.000146007,1
34,103,0,0.000362155,0
36,63,0,0.000317296,0
52,61,0,0.000337311,0
48,362,4,0.000152678,2
44,63,0,0.000232718,0
55,365,1,0.000230317,2
66,261,5,0.000214633,2
17,0,0,0.000211909,1
46,222,0,0.000144404,2
32,119,0,0.00023495,0
57,106,0,0.000444311,0
32,0,2,0.000101026,1
13,0,0,0.0002337,1
50,214,0,0.000165022,2
11,0,0,0.000265022,1
39,55,0,0.00052838,1
55,249,0,0.000245543,2
35,0,0,0.000167206,1
36,0,0,0.000208971,1
52,246,0,0.000298792,2
53,305,1,0.000152085,2
39,26,10,0.000359436,1
38,243,0,0.000247385,2
13,112,0,0.000161476,0
41,39,0,9.11e-05,1
45,213,0,0.000318523,2
83,128,37,0.000130709,0
66,365,4,0.00021657,2
58,271,2,0.000231748,2
39,0,0,0.00016412,1
40,86,0,0.000169843,0
48,260,1,0.000153145,2
25,117,3,0.000208322,0
46,204,0,0.000133854,2
43,0,0,0.000257048,1
37,0,0,0.000279079,1
8,0,0,0.000187387,1
39,0,0,0.000320296,1
54,277,0,0.000209004,2
51,46,0,0.000183072,1
53,258,2,0.000217784,2
47,11,0,0.000256787,1
39,0,0,0.000195132,1
27,343,0,0.000136678,2
49,77,8,0.000202511,0
32,0,0,0.0002528,1
36,199,0,0.000218632,2
38,51,0,0.000240404,1
66,288,18,0.000196181,2
55,280,1,0.000207128,2
38,28,0,0.000246826,1
38,60,0,0.000494975,1
46,2,2,0.000247587,1
46,257,0,0.000138082,2
44,16,0,0.00020522,1
47,98,0,0.000280761,0
44,58,0,0.000227323,1
43,0,0,0.000167143,1
50,80,5,0.000175389,0
52,265,0,0.000268467,2
17,0,0,0.000269906,1
18,16,0,0.000177968,1
51,300,0,0.000187175,2
33,0,0,0.000251192,1
52,274,0,0.00019275,2
37,83,0,0.000224148,0
38,45,0,0.000334624,1
51,80,1,0.000262163,0
77,0,3,0.000126673,1
31,0,0,0.000143694,1
57,324,0,0.000215206,2
23,0,0,0.000214723,1
34,59,0,8.28e-05,1
52,96,1,0.000171769,0
52,257,0,0.000235971,2
41,0,0,0.000159537,1
44,109,0,0.00035901,0
39,215,0,0.000247762,2
45,0,5,0.000232571,1
55,300,0,0.00035206,2
14,15,0,9.51e-05,1
49,0,2,0.000217479,1
35,80,0,0.000255259,0
48,90,7,0.000223199,0
84,151,37,0.000132427,0
60,116,0,0.000322483,0
11,86,0,0.000226532,0
84,105,66,0.000128833,0
38,0,6,0.000218031,1
58,100,2,0.000298414,0
32,81,1,0.000185329,0
39,0,0,0.000219915,1
37,51,0,0.000228521,1
34,0,1,0.000142342,1
54,110,0,0.000243279,0
56,114,0,0.000315216,0
56,311,0,0.000269671,2
28,0,0,0.000261867,1
40,87,0,0.000327893,0
36,30,0,0.000251038,1
37,248,0,0.000152782,2
40,80,0,0.00012553,0
37,148,0,0.000163399,0
43,203,0,0.000223353,2
44,243,2,0.000163316,2
51,286,0,0.00020982,2
54,0,6,0.000205361,1
31,113,0,0.000277051,0
53,310,0,0.00044053,2
41,196,0,0.000130726,2
44,4,0,0.00024021,1
40,0,0,0.000291167,1
17,58,0,0.000369968,1
48,254,0,0.000219327,2
14,0,0,0.000232106,1
52,283,0,0.000164757,2
57,107,0,0.00028485,0
56,85,16,0.000213136,0
44,0,0,0.000218874,1
33,363,0,0.000302878,2
47,192,0,0.000148847,0
42,0,0,0.000324611,1
38,53,2,0.000334017,1
44,228,0,0.000186685,2
21,57,0,0.000247378,1
43,0,0,0.000229425,1
53,281,0,0.000139436,2
50,118,0,0.000202425,0
35,0,0,0.00036492,1
40,0,0,0.000453028,1
44,314,0,0.000192633,2
46,214,0,0.000161763,2
42,86,1,0.000233002,0
40,0,0,0.000226482,1
41,0,4,0.000183321,1
54,238,7,0.0001705,2
49,301,0,0.000187542,2
55,365,0,0.000578987,2
37,90,8,0.000246527,0
49,101,1,0.00015251,0
39,119,0,0.000614537,0
55,336,0,0.000176736,2
45,82,5,0.000298707,0
43,88,0,0.000378022,0
40,0,0,0.000206626,1
11,118,0,0.000272457,0
54,264,0,0.000124798,2
39,211,0,0.000301591,2
41,0,0,0.000172091,1
33,0,0,0.000216439,1
46,126,0,0.000181884,0
50,0,2,0.00025786,1
46,88,0,0.000212311,0
37,87,0,9.32e-05,0
44,189,2,0.000309642,0
60,271,0,0.000298329,2
84,165,27,0.000209016,0
52,258,5,0.000207292,2
46,0,6,0.000130213,1
30,0,0,0.000238851,1
37,85,0,0.000204289,0
13,0,0,4.1e-05,1
53,297,0,0.000288055,2
48,240,0,0.000320035,2
21,114,0,0.00021607,0
47,0,12,0.00018119,1
43,172,0,0.000164699,0
39,110,0,0.000187031,0
38,83,0,0.000252118,0
45,67,5,0.000209394,0
58,264,5,0.000110539,2
47,111,0,0.000143199,0
42,166,0,0.000333738,0
43,48,0,0.000360361,1
58,275,1,0.000229943,2
20,36,0,0.000148078,1
7,119,0,0.000169554,0
18,106,0,0.000383823,0
47,94,1,0.000187469,0
53,323,0,0.00038952,2
32,257,0,0.000130023,2
44,99,2,0.000246089,0
57,111,1,0.000119419,0
36,0,0,0.000217321,1
58,271,2,0.000278228,2
34,116,0,0.000231058,0
41,32,0,0.000215308,1
41,78,1,0.000229436,0
54,90,5,0.000241942,0
40,0,0,0.000254894,1
43,256,0,0.000159542,2
52,235,4,0.000279305,2
30,100,0,0.000190233,0
30,16,0,0.000176718,1
43,192,0,0.000159014,0
42,364,0,0.000249054,2
44,96,1,0.000254417,0
35,67,0,0.000197954,0
47,251,0,0.000407191,2
19,32,0,0.000177577,1
34,0,0,0.000153997,1
43,189,0,0.000266395,0
44,273,3,0.000202582,2
39,112,1,0.00021729,0
58,112,0,0.000208054,0
46,138,0,0.00019558,0
45,91,5,0.000304534,0
53,57,0,0.000330247,1
34,25,0,0.00017176,1
48,149,0,0.000280539,0
46,24,0,0.000180388,1
36,0,0,0.000301935,1
57,53,0,0.000263221,1
48,0,2,0.00016872,1
50,0,0,0.000193644,1
34,91,1,0.000191752,0
52,278,0,0.00024597,2
27,366,0,0.000200224,2
34,37,0,0.000386732,1
38,120,0,0.000543493,0
46,121,0,0.000118634,0
42,98,1,0.000261371,0
55,360,0,0.000291839,2
57,322,0,0.000201561,2
51,0,16,0.00024687,1
16,0,0,0.000256997,1
49,226,0,0.000185025,2
17,103,0,0.00025827,0
61,249,8,0.000223888,2
37,0,0,0.000185721,1
36,0,0,0.000171379,1
43,90,2,0.000203647,0
42,0,6,0.000240484,1
42,92,0,0.000242352,0
56,281,0,0.000261718,2
43,0,0,0.000333233,1
37,105,0,0.000300264,0
41,46,0,0.000228969,1
48,254,0,0.000186188,2
15,0,0,0.000238605,1
53,317,0,0.000222688,2
41,0,0,0.000219892,1
31,345,0,8.83e-05,2
42,77,7,0.000230917,0
38,120,0,0.000343607,0
39,89,0,0.000160335,0
59,107,0,0.000337432,0
44,0,1,0.000206612,1
60,272,8,0.00021332,2
31,113,0,0.0002805,0
53,253,1,8.85e-05,2
38,71,0,7.72e-05,0
40,41,0,0.000417941,1
44,85,0,0.000213123,0
35,0,12,0.000103555,1
18,118,0,0.00072899,0
39,0,0,0.000352851,1
34,16,0,0.000342872,1
57,305,2,0.000241039,2
33,42,0,0.00037388,1
29,110,0,0.000222829,0
47,319,0,0.000374922,2
21,119,0,0.000794604,0
37,0,0,0.000326801,1
42,97,0,0.000271459,0
40,0,1,0.000213861,1
44,0,0,0.000229666,1
22,0,0,0.0002306,1
34,97,0,0.00018243,0
9,0,0,0.000440764,1
48,92,16,0.000478017,0
27,108,0,0.000175162,0
29,104,0,0.000278577,0
45,20,0,0.000183628,1
52,357,0,0.0003307,2
11,116,0,0.000283977,0
40,0,0,0.0001656,1
54,0,3,0.000131577,1
42,76,6,0.000186173,0
36,46,0,0.000138604,1
87,61,81,0.000213002,0
51,111,2,0.000344208,0
55,313,2,0.000171093,2
43,0,1,0.000175449,1
39,0,0,0.000344768,1
37,113,0,0.000258544,0
41,270,0,0.000184833,2
19,0,1,0.000335982,1
49,0,4,0.000128041,1
12,118,0,0.000215493,0
48,3,0,9.59e-05,1
59,298,37,7.25e-05,2
17,0,0,0.000197865,1
41,61,1,0.000252895,0
58,310,1,0.000274919,2
56,273,2,0.000243102,2
36,116,0,0.000343328,0
42,0,0,0.000253435,1
44,45,0,0.000236904,1
40,121,0,0.000153434,0
36,60,0,0.000197835,1
37,0,3,0.000288174,1
61,60,0,0.000207868,0
50,0,3,0.000247603,1
41,95,0,0.000260564,0
47,0,4,0.000201282,1
41,116,0,0.000363752,0
26,15,0,0.000192094,1
23,364,0,0.00020413,2
26,0,0,0.000346957,1
97,140,42,0.000146261,0
34,355,1,0.000173852,2
42,0,0,0.000350604,1
27,0,0,0.00033634,1
14,0,0,0.000192212,1
55,275,1,0.000137509,2
60,215,2,0.000190003,2
53,299,0,0.000175323,2
53,312,0,0.000114371,2
44,96,0,0.000191015,0
43,219,2,0.000210466,2
41,107,3,0.000299241,0
36,0,7,0.000149026,1
47,261,0,0.000203312,2
35,212,0,0.00022273,2
44,200,0,0.000225632,2
52,5,0,0.000218589,1
50,275,0,0.000186741,2
46,266,0,0.000109771,2
53,116,0,0.000216557,0
38,0,0,0.000150936,1
34,0,0,0.000168178,1
42,80,2,0.000327792,0
19,70,0,0.000218096,0
57,304,1,0.000217475,2
11,117,0,0.000233068,0
51,318,0,9.98e-05,2
35,0,0,0.000363869,1
52,90,3,0.000280101,0
84,166,46,0.000220873,0
57,148,3,0.000336585,0
40,109,0,0.000244719,0
39,87,0,0.000153615,0
40,227,0,8.4e-05,2
42,109,0,0.00023953,0
60,239,4,0.000198119,2
42,192,0,0.000204806,0
20,314,0,0.00012019,2
34,47,0,0.000708141,1
20,0,0,0.00030512,1
44,217,0,0.000194792,2
19,120,0,8.74e-05,0
53,270,0,0.000356164,2
36,0,0,0.000307013,1
33,0,0,0.000260894,1
43,82,0,0.000549864,0
42,176,0,0.000217903,0
52,156,0,0.000167204,0
49,20,0,0.000145134,1
39,0,0,0.000199297,1
37,0,5,0.000308383,1
8,114,0,0.000249685,0
38,0,0,0.000215311,1
35,0,0,0.000271908,1
42,86,1,0.000173625,0
38,105,0,0.000264006,0
58,115,0,0.000299552,0
72,170,28,0.000189009,0
52,114,0,0.00037077,0
42,0,0,0.000259725,1
45,176,0,0.000208249,0
54,245,3,0.000276913,2
37,0,0,0.000172794,1
52,209,2,0.000142386,2
35,0,2,0.000229888,1
45,0,0,0.000309695,1
63,291,7,0.000238713,2
54,60,3,0.000191604,0
10,0,0,0.000210445,1
52,194,1,0.000161371,0
49,0,0,0.000199541,1
44,241,0,0.000164509,2
44,26,0,0.000142514,1
38,0,0,0.000207588,1
17,103,0,0.000244107,0
36,0,0,0.000143009,1
37,118,0,0.00022566,0
31,206,0,0.000215929,2
10,119,0,0.000220181,0
32,0,0,0.000294649,1
19,0,0,0.00027109,1
38,0,0,0.000173124,1
49,17,1,0.000148918,1
68,365,0,0.000301157,2
22,0,0,0.000156552,1
40,0,0,0.000708125,1
53,294,0,0.000239346,2
53,100,0,0.000287041,0
43,25,0,0.000181194,1
41,121,0,0.000408786,0
56,283,1,0.000233003,2
44,0,3,0.000290648,1
36,0,0,0.000124397,1
55,91,6,0.000242748,0
46,34,6,0.00046508,1
44,0,3,0.0003766,1
36,0,0,0.00016807,1
49,0,2,0.000147324,1
39,98,0,0.000410202,0
51,219,6,0.000243512,2
38,0,1,0.000269106,1
62,345,1,0.000344454,2
19,0,0,0.000292404,1
61,251,6,0.000317883,2
53,168,0,0.000194202,0
49,112,0,0.000348999,0
59,219,2,0.000147409,2
44,0,0,0.000449304,1
48,23,0,0.000178052,1
32,0,0,0.000274268,1
54,303,0,0.000231012,2
33,0,0,0.000376434,1
42,174,0,0.000195768,0
43,0,0,0.000246831,1
36,325,2,0.000196777,2
46,47,0,0.000288224,1
44,0,0,0.000213736,1
48,163,4,0.00017853,0
54,51,0,0.000331851,1
35,0,0,0.000133418,1
47,243,0,0.000191002,2
51,302,0,0.000215441,2
52,79,1,0.000156533,0
53,17,0,0.000141204,1
42,35,0,0.000168085,1
44,0,0,0.000205777,1
51,71,0,0.000471462,0
36,335,0,0.000113738,2
43,30,4,0.000272142,1
21,122,0,0.000587842,0
26,41,0,0.00019225,1
52,354,0,0.000170592,2
23,0,0,0.000335311,1
51,233,0,0.000187115,2
54,90,6,0.000327197,0
41,0,0,0.000164415,1
36,325,2,0.000320748,2
26,102,0,0.000212151,0
49,245,0,0.000219287,2
51,242,0,0.000231363,2
53,59,0,0.000256288,1
47,122,0,0.000382587,0
48,353,8,7.31e-05,2
34,0,0,0.000284606,1
31,0,0,0.000328773,1
40,81,0,0.000251748,0
43,83,0,0.000264932,0
21,0,0,0.000251633,1
55,328,0,0.000183773,2
48,0,0,0.000339017,1
54,276,2,0.000311074,2
64,246,4,0.000297623,2
45,263,0,0.000357636,2
45,188,4,0.000153859,0
43,208,0,0.000199449,2
35,0,0,0.000160573,1
43,104,0,0.000133852,0
19,111,0,0.000257711,0
49,223,0,0.000151286,2
46,265,0,0.000257254,2
30,365,0,0.000127112,2
37,0,0,0.000189555,1
37,59,0,0.000326682,1
31,89,0,0.000145302,0
47,122,0,0.00068548,0
42,201,0,0.000100846,2
35,0,0,0.000236348,1
42,22,0,0.000261542,1
57,364,0,0.000458095,2
40,0,0,0.00027239,1
50,0,0,0.000261217,1
47,272,2,0.000169056,2
55,117,0,0.0003042,0
50,94,7,0.000134142,0
40,0,0,0.00018987,1
39,0,2,0.000223399,1
44,42,0,0.000257451,1
33,0,0,0.000206718,1
47,86,0,0.000177248,0
58,263,0,0.000223523,2
44,121,0,0.00034212,0
47,245,0,0.000209666,2
32,304,2,0.000141208,2
46,0,0,0.000160546,1
52,351,0,0.000321105,2
60,57,0,0.000343835,1
56,266,3,0.000160673,2
46,0,3,0.000303006,1
43,77,0,0.00043356,0
43,31,2,0.00019718,1
14,111,0,0.000229732,0
38,90,0,0.000212494,0
54,220,0,0.000254632,2
47,0,0,0.000222675,1
38,113,0,0.000303854,0
36,0,1,0.000184442,1
58,160,6,0.000226444,0
44,82,2,0.000127144,0
43,90,0,0.000546831,0
43,0,0,0.000385696,1
41,214,0,0.000532726,2
45,167,3,0.000193396,0
54,125,2,0.00012905,0
42,211,0,0.000185925,2
47,203,0,0.000187292,2
43,185,0,0.000246571,0
35,0,1,0.000337828,1
47,115,1,0.00030338,0
40,93,0,0.000147727,0
35,0,1,0.000458493,1
49,269,0,0.000339695,2
53,6,0,0.000286199,1
52,216,1,0.000187173,2
61,67,24,0.000218147,0
46,0,0,6.55e-05,1
34,0,0,0.000152489,1
54,115,1,0.000223732,0
34,363,6,0.00023771,2
49,98,3,0.000319728,0
34,0,0,0.000501693,1
44,82,7,0.000299318,0
46,41,1,0.000192739,1
31,0,0,0.000191816,1
55,49,0,0.000237272,1
44,208,0,0.000149174,2
16,347,4,0.000113509,2
55,351,0,0.000174152,2
51,256,0,0.000179118,2
34,62,0,0.000283981,0
55,316,0,0.000325479,2
40,0,0,0.000257813,1
41,241,0,0.000142624,2
32,0,0,0.00020296,1
32,0,2,0.000252248,1
46,78,1,0.000245399,0
53,269,9,0.000127912,2
58,56,0,0.000182669,1
56,118,0,0.000390875,0
39,231,0,0.000147753,2
56,85,3,0.000239137,0
38,0,0,0.000174365,1
28,90,0,0.000276586,0
55,280,0,0.000202742,2
45,0,0,0.000149731,1
59,365,0,0.000305948,2
35,316,4,0.000287276,2
40,0,1,0.000532329,1
43,350,0,0.000164017,2
61,81,0,0.000186344,0
35,56,0,0.000252376,1
21,363,0,0.000212345,2
61,34,0,0.000269306,1
36,0,0,0.000244306,1
47,240,0,0.00030904,2
47,239,0,0.000147939,2
52,302,0,0.000184776,2
30,0,0,0.000142009,1
42,0,0,0.000314953,1
39,0,0,0.000360411,1
44,116,1,0.000140229,0
36,0,2,0.000388907,1
35,104,0,0.000563601,0
45,40,3,0.00024495,1
14,0,0,0.000238843,1
42,153,0,0.000223053,0
38,0,0,0.000189903,1
47,0,2,0.000215528,1
44,330,0,0.000253247,2
58,137,0,0.000226239,0
30,365,0,0.0002204,2
36,0,0,0.00018073,1
47,99,0,0.000174379,0
19,0,0,0.000425827,1
32,297,0,0.000101537,2
17,114,0,0.000268084,0
32,0,0,0.000266587,1
38,0,0,0.000179682,1
39,41,0,0.000212538,1
33,64,0,0.000254149,0
45,0,0,0.000199657,1
40,96,0,0.000199669,0
39,0,0,0.000164255,1
29,0,0,0.000257801,1
23,103,0,0.00022362,0
41,176,0,0.000177169,0
44,106,2,0.000175954,0
25,242,0,0.000228778,2
19,0,0,0.00041499,1
51,70,16,0.000228638,0
36,277,0,0.000295447,2
33,0,0,0.000165452,1
47,212,0,0.000358331,2
49,263,0,0.000199148,2
35,78,0,0.000174195,0
39,0,0,0.000204735,1
53,312,2,0.000226443,2
