median_aqi,pm25_days,unhealthy_days,resp_death_rate,Risk_Cluster
44,74,1,0.000185862,0
42,106,0,0.00026694,0
44,46,1,0.00016642,1
23,119,0,0.000225229,0
50,276,0,0.000152347,2
54,87,4,0.000264414,0
44,218,0,0.000131216,2
60,55,13,0.000136849,1
32,0,0,0.000307111,1
38,14,0,0.000246435,1
57,365,3,0.000226152,2
43,76,1,0.000304906,0
42,0,0,0.000305607,1
43,190,0,0.000243537,0
35,0,0,0.000214586,1
8,0,0,0.000232788,1
8,67,0,0.000144444,0
36,109,0,0.00052222,0
38,0,0,0.000223869,1
41,0,7,0.000240172,1
54,272,0,0.000217404,2
43,92,0,0.000212506,0
67,235,6,0.000185603,2
47,254,0,0.000191773,2
63,35,9,0.000123741,1
46,19,0,0.000222425,1
46,75,3,0.000101724,0
37,274,0,0.000108801,2
44,0,0,0.000298743,1
42,365,0,0.000160064,2
37,44,0,0.00021327,1
42,85,0,0.00019179,0
53,182,2,0.000185467,0
36,27,1,0.000211913,1
49,329,0,0.000126671,2
30,0,0,0.000272319,1
8,97,0,9.49e-05,0
17,0,0,0.00019404,1
61,363,2,0.000289234,2
36,0,0,0.000191013,1
40,0,0,0.000227286,1
22,307,1,0.000237405,2
40,0,1,0.000238825,1
34,0,0,0.000151017,1
40,46,3,0.000251736,1
41,250,0,0.000168038,2
45,87,5,0.000195066,0
41,83,0,0.00064772,0
56,109,0,0.000322423,0
44,120,0,0.000198205,0
42,88,0,0.000252126,0
41,151,0,0.000214134,0
36,46,0,0.000206669,1
42,98,6,0.000175952,0
54,90,0,0.000482447,0
60,334,0,0.000243376,2
39,362,2,0.000249293,2
58,0,6,0.00037326,1
53,259,0,0.000169897,2
35,115,0,0.000266505,0
45,91,5,0.000271589,0
28,109,0,0.000309466,0
37,157,0,0.000255306,0
54,152,3,0.000177222,0
9,57,0,0.000250058,1
58,108,0,0.000274455,0
33,56,0,0.000157714,1
41,64,3,0.000181531,0
29,366,0,0.00015311,2
15,0,0,0.000237698,1
57,109,0,0.000344263,0
35,32,5,0.000252834,1
32,285,4,9.85e-05,2
57,115,0,0.000394549,0
40,0,0,0.000306658,1
41,0,4,0.000176142,1
36,194,0,0.000130309,0
47,197,0,0.000197907,2
33,0,0,0.000228098,1
48,257,0,9.46e-05,2
34,122,0,0.000481789,0
40,0,0,0.000220742,1
24,344,0,0.000213197,2
60,352,0,0.000375778,2
41,102,0,0.000178693,0
39,59,0,0.000243759,1
33,353,0,0.000319232,2
63,267,11,0.000246045,2
54,270,1,0.000135038,2
43,32,0,0.000232364,1
36,85,0,0.000136797,0
31,365,0,0.000164026,2
69,108,6,0.000134151,0
44,89,8,0.000151405,0
49,86,2,0.000177674,0
53,295,0,0.000162374,2
38,53,0,0.000151275,1
42,84,2,0.000241208,0
45,199,0,0.000243084,2
40,141,0,0.000272427,0
29,0,0,0.000351249,1
44,84,0,0.000163356,0
48,96,0,0.00049575,0
46,230,0,0.000396174,2
33,0,0,0.00045429,1
10,0,0,0.000205173,1
48,0,1,0.000198671,1
41,57,0,0.000275507,1
44,0,0,0.000374214,1
15,0,0,0.000297558,1
37,0,0,0.000337833,1
14,356,0,0.000389198,2
42,0,1,0.000200033,1
44,235,4,0.000382619,2
39,361,0,0.000314281,2
58,263,1,0.000212865,2
44,93,1,0.000188313,0
28,345,0,0.000248692,2
37,123,0,0.000271736,0
45,83,3,0.000322659,0
38,0,0,0.000193911,1
43,244,0,0.000256577,2
19,120,0,0.000487841,0
39,82,2,0.000175333,0
41,64,0,0.000195812,0
54,286,6,0.000188058,2
51,231,0,0.000168394,2
55,273,0,0.000255121,2
51,0,5,0.000331196,1
39,122,0,0.000354203,0
52,265,0,0.00022626,2
52,224,0,0.000249691,2
48,83,6,0.000184169,0
41,51,6,0.000280013,1
43,0,0,0.000273939,1
43,0,5,0.000182681,1
32,0,1,0.000142889,1
13,117,0,5.46e-05,0
54,114,0,0.000362253,0
45,96,3,0.000206789,0
47,303,0,0.000191702,2
54,266,0,0.000338378,2
56,329,0,0.000207974,2
42,356,0,0.000280567,2
67,136,2,0.000186624,0
55,285,0,0.000209115,2
18,363,0,0.000177823,2
37,0,4,0.000372579,1
30,99,0,0.000137256,0
55,60,0,0.000139022,0
34,121,0,0.000139537,0
19,113,0,0.000259426,0
41,93,0,0.000210537,0
55,114,0,0.000454772,0
55,249,2,0.000226269,2
39,217,0,0.000232111,2
48,121,0,0.000340514,0
39,81,3,0.000190257,0
50,97,0,0.000479655,0
48,16,0,0.000154241,1
46,83,1,0.000173256,0
44,88,0,0.000247709,0
56,239,5,0.000301176,2
54,236,0,0.000141204,2
47,261,0,0.000271367,2
39,130,8,0.000182107,0
41,0,0,0.000234664,1
43,229,0,0.0002992,2
38,281,0,0.000236732,2
36,89,0,0.000142437,0
55,120,0,0.000283403,0
34,62,1,0.000254774,0
47,365,2,0.000116052,2
47,0,12,0.000342528,1
44,251,0,0.000295605,2
38,192,0,0.000236884,0
60,238,11,0.000285517,2
42,339,0,0.000166089,2
32,0,0,0.000201391,1
35,0,0,0.000274547,1
61,280,4,0.000214706,2
46,185,0,0.000170341,0
44,72,5,7.08e-05,0
55,48,0,0.000388553,1
48,320,0,0.00016744,2
51,102,2,0.000188592,0
53,364,2,0.000167347,2
40,175,0,0.000232698,0
45,0,1,0.00026579,1
47,196,1,0.000189291,2
39,0,0,0.000222475,1
33,0,0,0.000213506,1
41,39,0,0.000402336,1
57,310,0,0.000218763,2
21,0,0,0.000480902,1
53,319,0,0.000184805,2
44,99,0,0.000156692,0
41,0,1,0.000330436,1
31,0,0,0.000371865,1
37,185,0,0.000144696,0
41,0,1,0.000214461,1
45,285,0,0.000211942,2
12,0,0,0.000156154,1
33,29,0,0.000214516,1
42,171,0,0.000202039,0
45,279,0,0.000232744,2
37,0,0,0.000226413,1
32,347,0,0.000199757,2
54,104,0,0.000466337,0
44,54,0,0.000206631,1
34,70,0,0.000325012,0
32,75,0,0.000219893,0
47,0,1,0.000375753,1
55,114,0,0.000266456,0
32,105,0,0.000283431,0
40,0,0,0.000331693,1
42,105,0,0.000230943,0
41,0,0,0.000374616,1
45,0,0,0.000218934,1
45,0,0,0.000303559,1
54,249,3,0.000151405,2
44,0,0,0.000137201,1
44,39,1,0.000338833,1
42,0,0,0.000151371,1
45,0,3,0.000314768,1
41,89,0,0.00023799,0
46,117,0,0.000351228,0
45,0,0,0.000250911,1
51,349,0,0.000343835,2
57,187,16,0.000135247,0
54,355,0,0.000243261,2
43,50,0,0.000294007,1
58,118,0,0.000386434,0
41,0,0,0.000382452,1
39,114,0,0.000257911,0
44,114,0,0.000291803,0
31,355,0,0.000173462,2
46,16,0,0.000218444,1
47,233,0,0.000197873,2
57,281,3,0.000210915,2
42,221,0,0.000161356,2
43,79,0,0.000357055,0
39,0,0,0.000316353,1
38,0,2,9.18e-05,1
35,0,0,0.000228862,1
38,0,0,0.000316124,1
52,69,0,0.000346821,0
45,81,8,0.000169314,0
37,0,0,0.00017775,1
54,318,0,0.00017927,2
51,244,0,0.000221762,2
55,108,0,0.000255323,0
32,32,0,0.000238808,1
42,77,0,0.000130514,0
33,0,0,0.000289397,1
42,115,0,0.000184112,0
36,22,0,0.000278685,1
18,0,0,0.000330302,1
33,320,0,0.000204645,2
54,223,0,0.000131118,2
12,112,0,0.000268115,0
17,0,0,0.000328992,1
46,0,0,7.81e-05,1
48,0,3,0.000284401,1
26,116,0,8.54e-05,0
34,0,0,0.000450396,1
47,92,21,0.000356903,0
34,58,0,0.00018471,1
37,107,0,0.000186097,0
31,0,0,0.00026306,1
40,0,0,0.000238313,1
58,71,3,0.000274337,0
47,67,7,0.000289175,0
43,241,0,0.000238628,2
46,356,13,8.01e-05,2
53,263,0,0.000262562,2
40,0,16,0.000183378,1
35,0,0,0.000365631,1
35,124,0,0.00023976,0
51,87,0,0.000244421,0
41,0,0,0.000283083,1
44,34,4,0.000142297,1
49,76,0,0.000239641,0
37,0,0,0.000312848,1
20,334,0,0.000221181,2
49,118,0,0.000242265,0
41,0,0,0.000243492,1
38,273,0,0.000256543,2
47,179,1,0.000200247,0
46,0,6,0.000203389,1
29,351,0,0.000160853,2
45,113,0,0.000406231,0
55,256,0,0.000298483,2
35,0,0,0.000361899,1
47,89,0,0.000277049,0
39,43,0,0.000237391,1
48,0,4,0.000304595,1
47,278,0,0.000206111,2
48,0,0,0.000326552,1
31,115,0,0.000153287,0
42,0,0,0.000218499,1
55,118,0,0.000169675,0
41,101,0,0.000239641,0
39,61,0,0.000160166,0
48,87,3,0.000142507,0
35,105,0,0.000192756,0
51,157,0,0.00025498,0
47,297,0,0.000217656,2
55,118,1,0.000198959,0
61,240,14,0.000295826,2
35,0,0,0.000302816,1
14,96,0,0.000277178,0
40,81,0,0.000214144,0
51,261,0,0.000145232,2
38,88,3,0.0001194,0
51,76,1,0.000294776,0
46,93,4,0.00018395,0
51,365,0,0.000284725,2
44,212,0,0.000116183,2
26,103,0,0.000203942,0
41,81,1,0.000160628,0
58,297,0,0.00045185,2
48,6,0,0.000281223,1
34,120,0,0.000380518,0
55,242,4,0.000166559,2
41,79,6,0.000258807,0
42,125,0,0.000270793,0
44,37,0,0.000455945,1
13,110,0,0.00013679,0
49,0,0,0.000232676,1
49,190,0,0.000183568,0
46,365,0,0.000276598,2
46,78,0,0.00029778,0
32,135,0,0.000152462,0
26,98,0,0.000274791,0
35,10,0,0.000313704,1
36,0,7,0.000139572,1
64,68,9,0.000360888,0
34,0,0,0.000327851,1
52,311,0,0.000205113,2
25,311,0,7.35e-05,2
44,97,0,0.000224027,0
37,47,0,0.000246578,1
41,0,0,0.000147385,1
43,91,0,0.000227769,0
28,41,0,0.000300993,1
49,96,3,0.000442695,0
50,0,0,0.000157311,1
11,0,0,0.000247191,1
37,267,1,0.000117752,2
17,312,0,0.000277859,2
39,124,0,0.000241787,0
42,95,1,0.000208572,0
51,249,0,0.00023022,2
12,0,0,4.1e-05,1
5,108,0,0.000128346,0
57,56,0,0.000217379,1
34,0,0,0.000534432,1
44,0,0,0.000456046,1
61,106,0,0.000272594,0
7,113,0,0.000101846,0
49,87,7,0.000208998,0
41,0,0,0.00023423,1
35,0,0,0.000615809,1
6,110,0,0.000101242,0
44,269,0,0.000373376,2
39,0,0,0.000254272,1
49,202,0,0.000160737,2
44,79,5,0.000221989,0
40,63,2,0.000197326,0
43,103,1,0.000199584,0
49,236,0,0.000352394,2
39,0,0,0.000161695,1
64,205,25,0.000143641,2
52,269,1,0.000169361,2
56,257,0,0.000169139,2
18,106,0,0.000250772,0
29,120,0,0.000154263,0
60,94,0,0.000185523,0
56,111,0,0.000328303,0
40,208,1,0.000266789,2
52,284,0,0.00014654,2
54,130,1,0.000209291,0
42,0,0,0.000176093,1
15,0,0,0.000309598,1
33,0,0,0.000198722,1
19,120,0,0.000769723,0
48,243,0,0.000266341,2
54,93,0,0.000422923,0
41,55,0,0.000144644,1
36,0,0,0.00027735,1
42,235,0,0.00021803,2
51,281,1,0.000187129,2
48,0,0,0.000195379,1
47,0,1,0.000251038,1
53,323,0,0.000244057,2
53,57,0,0.00036032,1
49,335,0,0.000203215,2
44,3,0,0.000264119,1
37,81,0,0.00021756,0
44,60,0,0.000242809,0
37,0,0,0.000162996,1
43,84,6,0.000154879,0
54,89,0,0.000145769,0
46,93,1,0.000356607,0
54,0,3,0.000199998,1
51,75,1,0.000647531,0
22,0,0,0.000213291,1
40,63,0,0.000246701,0
45,0,4,0.00018564,1
43,349,0,0.000197353,2
37,159,0,0.000117096,0
43,0,2,0.000330808,1
34,0,0,0.000220382,1
50,79,2,0.00026513,0
31,0,0,0.000215087,1
58,0,20,0.000281123,1
40,0,0,0.000264787,1
40,223,0,0.000153414,2
52,96,1,0.00031903,0
36,0,0,0.00033978,1
58,122,0,0.00019993,0
68,276,11,0.00023156,2
37,0,0,0.000299981,1
39,104,0,0.000256373,0
43,255,0,0.000234917,2
39,243,10,0.00011579,2
35,0,0,0.000247441,1
40,93,0,0.000163116,0
54,237,2,0.000204819,2
39,207,0,0.000127387,2
47,97,0,0.00019988,0
34,307,0,0.000276442,2
42,0,0,0.000183529,1
41,0,0,0.000148336,1
54,285,3,0.000286603,2
43,0,1,0.000215633,1
59,281,2,0.000131883,2
17,0,0,0.000168194,1
38,205,1,0.000134626,2
77,267,9,0.000316563,2
39,120,0,0.000170059,0
28,365,0,0.000164734,2
19,108,0,0.000217616,0
43,90,0,0.000245184,0
47,72,1,6.28e-05,0
36,0,0,0.00022938,1
61,169,5,0.000159868,0
21,111,0,0.000208748,0
40,0,0,0.000260733,1
55,292,0,0.000416254,2
39,190,0,0.000195583,0
35,0,0,0.000203112,1
31,0,0,0.000227231,1
54,117,0,0.000263317,0
47,248,0,0.000164423,2
57,114,0,0.000248312,0
44,0,0,0.000320829,1
44,8,0,0.000225266,1
39,107,0,0.000192081,0
33,0,0,0.000270816,1
41,183,0,0.000149141,0
46,278,0,0.00015442,2
38,0,2,0.000134752,1
55,115,0,0.00020588,0
47,79,9,0.000144268,0
44,26,1,5.22e-05,1
36,0,0,0.000267807,1
50,0,12,0.000139301,1
39,112,0,0.00024505,0
38,0,0,0.000144512,1
41,0,0,0.000138328,1
47,95,0,0.00026836,0
33,97,0,0.000263136,0
46,0,0,0.000151346,1
43,61,0,0.000339866,0
54,265,0,0.000378877,2
19,0,0,0.000247522,1
57,268,1,0.000259947,2
12,116,0,0.000153137,0
60,119,0,0.000310611,0
38,0,0,0.000296355,1
51,225,1,0.000331911,2
36,107,0,0.000275684,0
56,286,0,0.000229751,2
32,361,0,0.000240994,2
12,0,0,0.000288708,1
37,42,0,0.000280425,1
41,0,0,0.000350604,1
37,0,0,0.000207677,1
58,116,0,0.000381838,0
51,285,0,0.000125652,2
58,82,21,0.000289194,0
45,103,5,0.000357133,0
33,0,0,0.000255198,1
44,0,0,0.000272722,1
37,0,1,0.000311341,1
31,0,2,0.000155829,1
43,122,0,0.000330125,0
45,108,3,0.000200386,0
44,0,2,0.000134452,1
49,240,0,0.000129227,2
49,37,1,8.2e-05,1
26,81,0,9.25e-05,0
39,37,0,0.00013962,1
55,297,0,0.000143195,2
51,91,2,0.000184298,0
53,231,2,0.000166985,2
56,117,0,0.000120741,0
43,256,2,0.00019556,2
44,0,0,0.000304986,1
54,257,0,0.000190395,2
47,219,0,0.000159373,2
44,152,6,0.000181455,0
39,0,1,0.000132955,1
32,0,1,0.000224576,1
43,0,8,0.000135102,1
53,279,1,0.000221481,2
52,266,0,0.000177142,2
19,346,0,0.000183959,2
46,0,0,0.000186886,1
58,232,0,0.000194601,2
23,0,0,0.000340934,1
35,183,0,0.000237103,0
42,53,0,0.000151131,1
51,264,0,0.000370015,2
33,164,3,0.000489811,0
14,0,0,0.000344266,1
56,265,0,0.000232926,2
45,97,0,0.000198835,0
49,98,0,0.000429308,0
42,0,0,0.000165879,1
19,353,0,0.000128271,2
41,101,0,0.000270242,0
44,115,0,0.000271621,0
46,282,6,0.000242154,2
23,319,0,0.000192765,2
52,136,0,0.000195461,0
33,231,0,0.000159347,2
43,248,0,0.000273662,2
43,86,0,0.000329051,0
38,0,0,0.000299857,1
36,342,0,9.3e-05,2
59,313,0,0.00018123,2
53,261,0,0.000273066,2
39,92,0,0.000231766,0
36,30,0,0.000334312,1
44,55,0,0.000150025,1
42,187,0,0.000209022,0
55,215,1,0.000267422,2
31,0,1,0.000257769,1
45,118,0,0.000314951,0
51,63,0,0.000144718,0
29,189,0,0.000221783,0
37,100,0,0.000724173,0
15,115,0,0.000554306,0
40,148,0,0.000159504,0
31,0,0,0.000294661,1
34,42,0,0.000271457,1
47,80,12,0.000340571,0
54,322,0,0.000249966,2
51,0,2,0.0002323,1
44,57,15,0.000134359,1
45,209,0,0.000233203,2
38,43,4,0.000146037,1
51,255,0,0.000284907,2
51,121,0,0.000369149,0
41,191,0,0.000213725,0
42,78,11,0.000133284,0
33,115,0,0.000270112,0
35,0,0,0.000328108,1
31,0,0,0.000150336,1
28,39,0,0.000222961,1
27,365,0,0.00022523,2
21,98,0,0.00034372,0
39,0,0,0.000170109,1
31,0,0,0.000280517,1
32,0,1,0.000175611,1
39,355,2,0.000226639,2
11,0,0,0.00022436,1
35,0,0,0.000251073,1
44,0,1,0.000364542,1
42,0,0,0.000268963,1
53,275,0,0.000141783,2
49,84,0,0.000295796,0
45,120,0,0.000432184,0
46,364,0,8.64e-05,2
34,0,0,0.00012938,1
22,136,0,0.000235249,0
15,0,0,0.000117224,1
29,363,1,0.000250654,2
47,244,0,0.000355973,2
58,58,0,0.000475936,1
43,78,0,0.000181305,0
32,120,0,0.000331093,0
56,272,4,0.000137204,2
35,7,0,0.000256132,1
10,0,0,0.000149017,1
36,0,1,0.000288358,1
19,0,0,0.000235267,1
47,199,0,0.000248259,2
41,0,0,0.0001577,1
41,213,0,0.000328868,2
53,162,7,0.000186299,0
46,117,4,0.000230506,0
45,17,0,0.000215597,1
53,353,0,0.00010151,2
38,0,9,8.98e-05,1
10,0,0,0.000226676,1
32,0,0,0.000296752,1
32,0,1,0.000210644,1
52,116,0,0.000234585,0
43,96,0,0.000146357,0
48,222,0,0.000241121,2
52,102,0,0.000379474,0
46,322,0,0.000211383,2
47,350,2,0.000340892,2
44,257,0,0.000291986,2
61,2,0,0.000319002,1
44,236,0,0.000363358,2
40,0,1,0.000235687,1
45,69,6,0.000252702,0
49,252,0,0.000183508,2
41,114,0,0.000346935,0
38,0,0,0.000293332,1
41,232,0,0.000239335,2
24,109,0,0.0002126,0
56,315,0,0.00018873,2
58,341,0,0.000210405,2
44,84,4,0.000165242,0
35,0,0,0.000151837,1
46,0,4,0.000381414,1
44,84,12,0.000250655,0
44,0,2,0.000291064,1
46,112,0,0.000236139,0
39,82,0,0.000272327,0
43,0,0,0.000134487,1
47,91,3,0.000186688,0
35,0,0,0.000218262,1
52,113,0,0.000193508,0
54,118,0,0.000645583,0
34,0,4,0.000128462,1
14,121,0,0.000423959,0
38,266,0,0.000134047,2
44,34,0,0.000131644,1
55,366,1,0.000213634,2
60,339,0,0.000222801,2
27,359,0,7.62e-05,2
15,0,0,0.000168322,1
39,0,0,0.000122757,1
63,34,2,0.000138183,1
44,2,0,0.000275078,1
48,46,7,0.000109723,1
38,0,1,0.000248051,1
61,0,0,0.00011315,1
55,117,0,0.000378013,0
51,118,0,0.000306344,0
28,120,0,0.000222418,0
44,98,1,0.000195425,0
48,276,0,0.000176153,2
53,308,0,0.000191916,2
65,102,0,0.000224531,0
49,274,0,0.000267357,2
17,24,0,0.000444687,1
41,0,0,0.000268079,1
54,292,1,0.000226577,2
52,262,0,0.000252574,2
39,102,0,0.00047668,0
43,0,0,0.000180597,1
35,0,0,0.000282225,1
28,365,0,0.000135751,2
43,170,1,0.00025619,0
37,0,0,0.000204379,1
18,0,0,0.000223148,1
44,0,1,0.000130496,1
42,202,1,0.000143716,2
51,328,0,0.000129194,2
34,108,0,0.000315862,0
49,0,4,0.000224719,1
46,224,2,0.000210786,2
14,91,0,0.000257582,0
40,80,0,0.000222359,0
38,96,0,0.000285072,0
47,244,1,0.000174828,2
34,0,1,0.00042966,1
38,130,0,0.000240664,0
44,57,6,0.000131006,1
44,191,0,0.000117623,0
47,116,0,0.000201323,0
14,0,0,0.00020083,1
40,0,2,0.000275713,1
49,175,2,0.000172035,0
39,0,0,0.000276658,1
46,1,0,0.000236675,1
44,84,0,0.000445531,0
41,0,0,0.000296127,1
42,82,0,0.000408578,0
19,0,0,0.000454741,1
46,228,0,0.000181157,2
58,295,0,0.000190361,2
55,326,0,0.000187796,2
49,300,0,0.000182881,2
40,83,0,0.000237114,0
45,0,3,0.000287422,1
41,71,0,0.000332481,0
51,356,0,0.000137049,2
53,272,0,0.000176281,2
42,98,2,0.000209468,0
33,364,0,0.000187911,2
24,0,0,0.000336449,1
52,345,0,0.000370673,2
44,4,0,0.000176663,1
49,0,2,0.000330592,1
47,183,17,0.000160632,0
52,290,0,0.000240904,2
39,90,0,0.000152413,0
51,245,0,0.000172195,2
56,117,10,0.000178435,0
46,232,0,0.000218218,2
49,86,1,0.000250973,0
40,0,0,0.000339743,1
36,365,0,0.000238157,2
44,0,7,0.000154701,1
44,60,0,0.000325423,0
40,215,0,0.000122115,2
56,341,0,0.000279974,2
35,103,1,0.000231067,0
39,0,0,0.000221825,1
39,85,0,0.000176703,0
46,230,0,0.000111702,2
18,0,0,0.000269598,1
43,0,4,0.000207393,1
39,120,0,0.000302895,0
48,35,0,0.000188377,1
34,226,0,0.000214343,2
44,103,0,0.000224921,0
46,0,2,0.000349037,1
64,323,0,0.00017452,2
42,262,10,0.000168196,2
37,0,0,0.000507652,1
40,24,0,0.000183244,1
40,84,3,0.000282116,0
10,0,0,0.000258813,1
47,12,0,0.000260366,1
19,362,0,0.00024534,2
48,116,0,0.000362797,0
52,266,0,0.000150401,2
57,96,4,0.000308101,0
42,96,0,0.00029038,0
61,245,19,0.000320734,2
46,0,7,0.000270155,1
42,0,0,0.000180703,1
62,281,2,0.000322034,2
47,83,0,0.000311047,0
50,286,0,0.000217194,2
54,146,9,0.000203621,0
56,105,0,0.000260665,0
31,229,0,0.000355486,2
75,151,19,0.000200306,0
35,96,0,0.000165673,0
55,258,0,0.000240917,2
43,0,2,0.000246402,1
48,124,0,0.00018579,0
41,0,0,0.000263165,1
37,105,0,0.000233808,0
51,299,0,0.000146221,2
38,67,1,0.000200955,0
35,29,0,0.00013462,1
35,0,2,0.000175317,1
43,176,0,0.000218933,0
58,116,0,0.000239023,0
53,242,1,0.000183751,2
32,347,1,0.0002354,2
46,232,0,0.000265995,2
12,120,1,0.000262267,0
44,97,0,0.000347101,0
45,57,0,0.000397228,1
43,211,0,0.000205901,2
18,305,0,0.000248893,2
38,38,0,0.000305689,1
42,52,0,0.000250712,1
39,52,0,0.000120697,1
47,87,0,0.000245468,0
15,0,0,0.000171523,1
46,84,0,0.00046941,0
28,351,9,0.00024569,2
47,32,5,0.000173218,1
41,108,1,0.000138561,0
40,244,0,0.000609657,2
44,79,0,0.000139694,0
53,241,0,0.000136422,2
47,189,0,0.000180736,0
18,117,0,0.000186683,0
40,0,0,0.000246468,1
36,0,0,0.000260223,1
52,101,0,0.000251173,0
47,225,0,0.00022333,2
51,98,0,0.000244074,0
46,330,1,0.000175608,2
40,58,0,0.000189748,1
46,177,0,0.000144305,0
33,0,0,0.000270998,1
38,0,1,0.000389784,1
40,84,3,0.000196187,0
32,35,1,0.000249419,1
41,164,0,0.000210442,0
40,0,0,0.000226088,1
42,91,0,0.00023793,0
52,187,0,0.000334281,0
38,85,1,7.85e-05,0
55,285,0,0.000278903,2
44,197,1,0.000245283,2
33,322,0,0.000247701,2
46,165,0,0.000187422,0
43,92,1,0.000246402,0
47,53,0,0.000198446,1
39,58,0,0.000213658,1
43,243,0,0.000289678,2
38,0,0,0.000132091,1
32,0,0,0.000170015,1
39,36,0,0.000192416,1
51,213,2,0.000189301,2
14,105,0,0.000267559,0
37,0,1,0.00019119,1
15,0,0,0.000215218,1
62,307,1,0.000226481,2
87,159,48,0.000118243,0
44,67,0,0.000356189,0
58,271,5,0.000309092,2
21,30,0,0.00015464,1
58,307,0,0.000267062,2
20,0,0,0.000336363,1
58,75,1,0.000188947,0
42,0,0,0.00029463,1
35,0,2,0.000130213,1
48,0,4,0.000232973,1
42,77,0,0.000346382,0
32,85,0,0.000243879,0
28,361,0,0.000192618,2
58,277,2,0.000236948,2
52,253,3,0.000338464,2
57,278,1,0.000159477,2
52,78,1,0.000139745,0
13,65,0,0.000243368,0
51,85,0,9.85e-05,0
39,64,0,0.000271496,0
45,81,3,0.000141522,0
51,0,37,0.000213843,1
58,358,0,0.000265921,2
43,221,0,0.000434845,2
41,107,0,0.000421652,0
45,0,6,0.000159486,1
36,105,0,0.000276894,0
52,265,0,0.000246417,2
39,0,0,0.000296794,1
49,92,2,0.000337742,0
39,83,5,0.000201584,0
44,251,0,0.000302934,2
36,0,0,0.000189724,1
54,109,0,0.000156869,0
41,100,0,0.00020367,0
31,150,3,0.000194811,0
38,67,0,0.000320086,0
43,21,0,0.000336675,1
41,69,2,0.000204626,0
35,82,0,0.000174458,0
55,222,15,0.000231408,2
58,82,1,0.000406894,0
48,69,0,0.000411537,0
31,0,0,0.000197945,1
14,70,0,0.000385229,0
41,67,0,0.000197911,0
38,122,0,0.000150143,0
58,105,0,0.000188321,0
44,56,1,0.000141047,1
52,259,1,0.000196821,2
54,255,5,0.000177803,2
52,291,0,0.000263145,2
48,119,0,0.000414199,0
12,0,0,0.000314137,1
62,218,17,0.000130749,2
44,95,0,0.000215268,0
32,360,0,0.000216224,2
41,77,0,0.000315552,0
28,118,0,0.000366492,0
47,90,7,0.000219905,0
57,272,0,0.000180141,2
55,274,1,0.000185229,2
36,221,0,0.000335944,2
59,273,6,0.000229525,2
36,0,0,0.000164989,1
30,25,0,0.000205,1
38,0,5,0.000259661,1
52,361,0,0.000241298,2
43,95,0,0.000248246,0
64,272,7,0.000149753,2
42,0,0,0.000132098,1
41,289,0,0.000213072,2
42,249,0,0.000239658,2
36,0,0,0.000245027,1
46,225,0,0.000306543,2
46,0,2,0.000221959,1
47,282,0,0.000179746,2
35,0,0,0.000215134,1
47,92,4,0.000259432,0
34,0,0,0.000282076,1
35,324,0,0.000125866,2
39,0,0,0.000288015,1
46,0,3,0.000280539,1
45,249,0,0.000408048,2
38,194,0,0.000118149,0
55,143,1,0.000161584,0
38,81,0,0.000267645,0
54,296,0,0.000212712,2
40,0,1,9.51e-05,1
49,254,0,0.000158991,2
35,0,0,0.000322513,1
52,229,0,0.000571875,2
34,0,0,0.00023633,1
69,278,12,0.000290234,2
53,108,0,0.000337431,0
54,116,0,0.00036404,0
46,314,0,0.000105223,2
33,0,0,0.000148576,1
46,0,0,0.00034696,1
38,0,4,0.00024934,1
45,348,0,0.000257472,2
45,212,0,0.000259909,2
34,359,0,0.000259071,2
40,99,1,0.000269557,0
38,0,1,0.000415054,1
43,91,0,0.000284503,0
44,42,1,0.000147946,1
52,118,0,0.000238712,0
44,90,0,0.00026706,0
41,97,0,0.000315889,0
36,0,0,0.000306724,1
44,0,1,0.000262038,1
42,87,0,0.000235547,0
38,0,0,0.000159016,1
42,360,0,0.000176756,2
44,123,0,0.00016514,0
44,0,0,0.000285768,1
47,217,0,0.000173597,2
53,275,0,0.000250334,2
53,360,0,0.000280449,2
36,0,1,0.000351195,1
54,363,0,0.00028607,2
53,275,0,0.00021098,2
54,313,0,0.00012457,2
60,109,0,0.000221288,0
38,80,2,0.000231371,0
26,314,0,0.000275598,2
39,238,0,0.000249626,2
25,335,0,9.15e-05,2
37,36,0,0.000320054,1
40,0,0,0.000260816,1
50,64,0,0.000178032,0
51,198,8,0.000164114,2
35,190,0,0.000133127,0
46,252,0,0.000196897,2
51,254,0,0.000201835,2
38,118,1,0.000192042,0
56,17,0,0.000257274,1
40,241,0,0.000126988,2
44,85,0,0.000181149,0
37,0,0,0.000240252,1
47,53,0,0.000280573,1
54,225,1,0.000183658,2
51,180,12,0.000161987,0
52,284,0,0.000188272,2
52,117,14,0.00013626,0
54,139,1,0.000140537,0
49,92,0,0.000275256,0
31,234,0,0.000163235,2
28,354,0,0.000183302,2
26,109,0,0.000502117,0
38,0,0,0.000180416,1
28,50,0,0.000312044,1
36,0,0,0.000353363,1
38,65,0,8e-05,0
42,0,0,0.000256339,1
34,29,0,0.000209851,1
40,0,0,0.000197721,1
42,61,1,0.000163344,0
50,219,2,0.00013992,2
21,0,0,0.000301721,1
52,235,0,0.000195275,2
44,256,0,0.000323125,2
37,0,0,0.000161594,1
54,63,14,0.00042508,0
41,0,0,0.000220017,1
33,108,0,0.000317378,0
34,0,0,0.000153887,1
45,90,5,0.000157631,0
